salary,emp_no
67410,226400
66475,226401
56634,226402
46934,226403
58981,226404
45377,226405
66063,226406
48110,226407
48663,226408
68423,226409
66894,226410
69554,226411
55618,226412
64066,226413
50359,226414
74836,226415
40000,226416
82261,226417
40000,226418
40000,226419
57363,226420
56286,226421
76275,226422
55157,226423
53661,226424
40000,226425
40000,226426
40000,226427
49753,226428
66410,226429
78663,226430
60732,226431
40000,226432
40000,226433
76768,226434
40000,226435
40000,226436
53529,226437
85348,226438
40000,226439
40230,226440
47690,226441
40000,226442
82843,226443
77252,226444
66465,226445
60281,226446
46323,226447
64041,226448
40000,226449
43298,226450
70582,226451
89305,226452
49755,226453
40000,226454
85825,226455
63756,226456
47454,226457
40010,226458
40000,226459
43484,226460
48280,226461
47206,226462
47886,226463
52864,226464
41091,226465
51580,226466
57741,226467
40305,226468
51981,226469
67639,226470
47449,226471
55503,226472
61381,226473
40000,226474
43356,226475
61118,226476
63729,226477
55754,226478
62095,226479
47277,226480
50963,226481
54885,226482
40000,226483
49560,226484
70135,226485
96857,226486
69088,226487
46805,226488
49368,226489
40000,226490
44667,226491
49525,226492
40000,226493
61802,226494
80210,226495
53503,226496
40000,226497
50650,226498
73030,226499
40000,226500
53329,226501
76194,226502
48560,226503
63801,226504
57575,226505
40000,226506
40000,226507
40000,226508
40000,226509
53906,226510
40000,226511
40000,226512
58783,226513
41236,226514
42564,226515
53326,226516
73123,226517
49646,226518
67818,226519
54009,226520
40000,226521
40000,226522
40000,226523
75759,226524
64812,226525
66607,226526
40000,226527
40000,226528
41558,226529
48215,226530
45421,226531
53321,226532
44252,226533
40000,226534
50980,226535
70487,226536
40446,226537
40000,226538
50664,226539
52119,226540
80545,226541
41697,226542
40000,226543
40000,226544
60382,226545
40000,226546
50533,226547
40000,226548
94403,226549
48901,226550
41640,226551
40000,226552
80122,226553
73988,226554
50223,226555
48259,226556
58239,226557
51272,226558
40000,226559
48023,226560
40000,226561
69634,226562
57940,226563
40000,226564
46481,226565
60655,226566
53317,226567
52504,226568
40000,226569
40000,226570
40000,226571
41768,226572
40000,226573
40772,226574
40000,226575
76985,226576
40000,226577
53904,226578
40000,226579
40000,226580
64324,226581
86736,226582
45423,226583
55841,226584
41888,226585
64467,226586
43012,226587
42637,226588
40000,226589
64660,226590
54964,226591
40000,226592
41497,226593
40000,226594
53462,226595
40000,226596
72381,226597
40000,226598
61114,226599
59280,226600
57186,226601
60533,226602
40000,226603
40000,226604
56637,226605
54548,226606
40000,226607
84286,226608
40000,226609
40000,226610
40000,226611
40000,226612
40000,226613
71457,226614
47498,226615
49421,226616
62640,226617
40000,226618
77008,226619
59066,226620
48565,226621
40000,226622
55218,226623
51851,226624
40000,226625
40000,226626
48830,226627
40000,226628
47101,226629
87767,226630
53182,226631
40000,226632
48413,226633
45753,226634
50782,226635
68790,226636
58831,226637
40000,226638
40000,226639
46399,226640
48254,226641
60326,226642
40000,226643
41937,226644
55857,226645
40000,226646
40000,226647
59903,226648
63356,226649
40000,226650
40000,226651
40000,226652
40000,226653
40000,226654
40000,226655
44680,226656
72189,226657
52132,226658
50924,226659
49788,226660
40000,226661
84347,226662
50861,226663
49006,226664
46478,226665
50064,226666
46105,226667
40000,226668
43736,226669
50511,226670
40000,226671
50238,226672
76150,226673
40264,226674
41333,226675
40000,226676
57912,226677
57657,226678
40000,226679
42581,226680
59351,226681
40952,226682
75053,226683
46292,226684
40000,226685
75579,226686
40674,226687
76051,226688
59746,226689
95918,226690
64738,226691
45497,226692
44172,226693
51705,226694
61381,226695
50799,226696
40000,226697
40000,226698
70711,226699
40000,226700
47045,226701
46314,226702
62590,226703
40000,226704
57618,226705
83704,226706
56254,226707
52976,226708
40000,226709
41244,226710
40000,226711
47389,226712
40000,226713
40000,226714
60689,226715
44862,226716
47927,226717
46005,226718
62984,226719
58329,226720
40000,226721
51196,226722
40000,226723
45511,226724
47100,226725
40491,226726
67606,226727
49183,226728
43365,226729
54896,226730
46849,226731
79015,226732
40000,226733
47366,226734
40000,226735
40000,226736
45058,226737
40000,226738
45037,226739
40000,226740
40000,226741
40000,226742
60150,226743
40735,226744
48427,226745
45114,226746
76878,226747
72806,226748
40000,226749
48823,226750
42195,226751
49176,226752
55737,226753
71429,226754
40449,226755
40000,226756
71408,226757
59595,226758
40000,226759
64281,226760
40000,226761
46719,226762
57619,226763
40000,226764
72065,226765
43499,226766
45420,226767
40000,226768
40000,226769
40000,226770
40886,226771
40000,226772
40000,226773
49096,226774
48526,226775
49344,226776
71444,226777
40000,226778
89768,226779
40000,226780
41370,226781
98193,226782
40000,226783
67026,226784
47074,226785
72903,226786
61834,226787
60613,226788
57298,226789
62591,226790
43597,226791
42586,226792
52190,226793
43686,226794
40000,226795
58510,226796
40000,226797
40000,226798
44881,226799
50212,226800
40000,226801
40000,226802
76707,226803
40000,226804
80837,226805
58910,226806
40000,226807
45104,226808
40000,226809
40000,226810
73021,226811
44503,226812
40000,226813
46745,226814
74246,226815
70617,226816
40000,226817
60611,226818
40000,226819
42095,226820
40000,226821
45604,226822
40000,226823
69303,226824
48420,226825
50005,226826
67729,226827
80123,226828
45223,226829
40000,226830
62850,226831
50769,226832
42273,226833
40000,226834
86810,226835
64797,226836
41953,226837
45160,226838
78936,226839
41490,226840
40000,226841
54974,226842
61542,226843
52931,226844
40000,226845
40000,226846
56770,226847
73397,226848
63269,226849
40000,226850
54690,226851
49269,226852
40624,226853
71192,226854
63698,226855
40000,226856
114678,226857
58535,226858
58477,226859
70212,226860
76873,226861
43830,226862
58765,226863
43348,226864
44472,226865
40000,226866
40000,226867
66866,226868
50065,226869
66226,226870
40000,226871
44366,226872
40000,226873
62699,226874
74573,226875
61547,226876
40000,226877
86694,226878
44884,226879
68200,226880
40000,226881
40000,226882
41028,226883
40000,226884
77157,226885
70459,226886
55346,226887
65422,226888
42933,226889
40000,226890
82922,226891
54101,226892
40000,226893
62242,226894
70966,226895
63030,226896
40000,226897
96096,226898
40000,226899
45368,226900
45743,226901
42261,226902
40000,226903
47299,226904
61167,226905
44829,226906
61105,226907
40000,226908
40000,226909
63664,226910
40000,226911
66354,226912
79440,226913
40000,226914
61451,226915
40034,226916
52349,226917
70966,226918
47422,226919
57463,226920
42610,226921
40000,226922
40000,226923
40000,226924
52325,226925
40000,226926
40000,226927
42771,226928
40000,226929
40000,226930
41823,226931
49749,226932
40000,226933
51159,226934
55752,226935
40000,226936
61834,226937
51774,226938
84505,226939
40000,226940
50862,226941
68024,226942
70306,226943
65838,226944
69234,226945
59054,226946
40000,226947
50795,226948
61969,226949
40000,226950
40000,226951
51659,226952
40000,226953
42442,226954
75914,226955
40817,226956
79576,226957
40000,226958
61766,226959
45834,226960
40000,226961
91216,226962
44002,226963
72721,226964
54694,226965
40000,226966
45725,226967
65107,226968
40000,226969
40534,226970
40000,226971
43432,226972
57694,226973
40000,226974
44968,226975
40000,226976
66172,226977
56778,226978
67217,226979
40000,226980
50714,226981
99779,226982
70689,226983
53228,226984
41838,226985
54590,226986
55209,226987
51138,226988
59164,226989
75034,226990
62976,226991
40000,226992
48229,226993
76753,226994
40000,226995
40000,226996
49096,226997
56978,226998
41622,226999
40000,227000
40000,227001
44724,227002
43627,227003
40000,227004
64439,227005
60813,227006
40000,227007
40000,227008
43510,227009
40000,227010
40000,227011
87150,227012
74504,227013
53461,227014
40000,227015
42733,227016
42147,227017
40000,227018
40000,227019
90334,227020
40000,227021
51880,227022
60204,227023
40000,227024
40000,227025
71578,227026
65363,227027
40000,227028
52512,227029
55584,227030
83548,227031
62931,227032
59019,227033
57816,227034
43282,227035
71773,227036
59347,227037
56866,227038
61982,227039
57619,227040
45049,227041
75976,227042
40000,227043
73532,227044
41343,227045
40000,227046
79241,227047
46956,227048
40000,227049
72339,227050
89975,227051
91039,227052
40000,227053
48982,227054
85968,227055
40000,227056
60945,227057
53860,227058
40000,227059
58302,227060
56066,227061
42344,227062
80255,227063
40000,227064
49561,227065
42551,227066
51216,227067
40000,227068
66933,227069
40000,227070
40000,227071
73054,227072
41797,227073
54811,227074
45718,227075
46000,227076
93564,227077
40000,227078
40000,227079
41815,227080
44591,227081
40000,227082
52908,227083
47242,227084
67883,227085
40000,227086
91697,227087
70359,227088
70367,227089
40000,227090
40000,227091
42655,227092
56333,227093
60871,227094
40000,227095
54175,227096
69729,227097
66310,227098
40000,227099
40000,227100
68636,227101
54264,227102
73231,227103
48644,227104
51947,227105
46628,227106
49695,227107
40000,227108
44117,227109
48030,227110
55579,227111
57219,227112
75515,227113
40000,227114
49715,227115
41912,227116
59541,227117
49445,227118
40860,227119
42761,227120
40000,227121
47682,227122
71638,227123
40000,227124
79553,227125
40000,227126
40000,227127
62497,227128
47659,227129
41798,227130
57193,227131
46484,227132
76127,227133
40000,227134
53893,227135
63358,227136
40000,227137
40000,227138
40000,227139
88903,227140
40000,227141
61532,227142
40000,227143
65909,227144
46644,227145
43699,227146
56965,227147
73964,227148
87366,227149
75144,227150
50506,227151
40000,227152
40000,227153
51296,227154
68920,227155
40000,227156
40000,227157
40000,227158
76738,227159
52327,227160
56073,227161
48155,227162
54906,227163
40508,227164
47131,227165
57890,227166
50150,227167
44987,227168
40000,227169
40000,227170
48636,227171
40000,227172
54273,227173
40000,227174
42382,227175
73833,227176
50724,227177
41853,227178
40000,227179
40000,227180
40000,227181
57579,227182
40000,227183
42669,227184
40000,227185
71434,227186
87910,227187
40000,227188
60569,227189
52982,227190
40000,227191
60574,227192
58420,227193
40000,227194
64113,227195
61545,227196
51351,227197
50106,227198
40000,227199
40000,227200
50959,227201
61541,227202
67426,227203
47667,227204
43443,227205
55465,227206
54609,227207
72875,227208
40000,227209
40000,227210
49571,227211
51102,227212
40000,227213
69642,227214
47095,227215
40000,227216
40000,227217
59324,227218
40000,227219
54582,227220
76169,227221
47891,227222
53409,227223
63823,227224
45786,227225
40000,227226
54121,227227
44397,227228
40000,227229
44915,227230
46533,227231
40000,227232
67312,227233
84131,227234
40000,227235
66194,227236
62416,227237
40000,227238
50620,227239
62950,227240
65248,227241
72590,227242
57642,227243
91725,227244
96175,227245
64646,227246
42399,227247
52311,227248
82914,227249
40000,227250
46526,227251
40000,227252
53951,227253
40000,227254
50474,227255
107710,227256
40000,227257
40000,227258
47058,227259
40289,227260
50719,227261
40000,227262
47415,227263
59491,227264
40000,227265
40000,227266
47442,227267
47622,227268
63458,227269
45713,227270
40000,227271
40000,227272
40000,227273
56651,227274
51696,227275
58849,227276
40000,227277
49640,227278
40000,227279
40000,227280
40000,227281
40000,227282
64644,227283
60434,227284
40661,227285
54621,227286
44993,227287
49782,227288
60688,227289
49573,227290
53707,227291
61818,227292
63733,227293
55142,227294
50232,227295
40000,227296
40000,227297
47170,227298
40000,227299
40000,227300
59910,227301
40000,227302
40745,227303
55283,227304
51784,227305
40000,227306
40000,227307
46322,227308
40000,227309
66962,227310
67721,227311
40000,227312
40000,227313
41255,227314
40000,227315
46073,227316
87076,227317
40000,227318
56739,227319
91051,227320
44300,227321
40000,227322
57107,227323
40000,227324
49679,227325
67830,227326
40000,227327
83943,227328
72637,227329
40000,227330
40000,227331
40000,227332
40000,227333
40000,227334
40000,227335
40000,227336
40000,227337
41861,227338
40000,227339
45181,227340
53608,227341
69490,227342
78398,227343
43427,227344
69170,227345
40000,227346
40000,227347
40000,227348
64116,227349
41083,227350
65169,227351
55110,227352
45475,227353
49256,227354
49977,227355
40000,227356
70393,227357
48521,227358
64377,227359
41851,227360
51910,227361
62675,227362
46111,227363
40000,227364
42734,227365
40000,227366
58972,227367
65842,227368
40000,227369
40000,227370
40000,227371
66354,227372
40000,227373
40866,227374
51771,227375
65986,227376
40000,227377
42526,227378
40000,227379
61362,227380
40000,227381
50556,227382
40000,227383
52605,227384
40000,227385
48757,227386
40000,227387
48267,227388
94642,227389
75900,227390
40000,227391
40000,227392
40046,227393
40000,227394
49967,227395
49560,227396
40000,227397
68876,227398
40000,227399
45420,227400
70548,227401
40000,227402
48013,227403
60103,227404
41243,227405
47115,227406
43327,227407
73461,227408
65321,227409
40000,227410
40000,227411
64549,227412
40000,227413
66537,227414
42592,227415
49262,227416
71665,227417
76414,227418
40000,227419
40000,227420
40000,227421
40000,227422
40000,227423
67346,227424
61368,227425
40000,227426
47175,227427
63138,227428
73854,227429
69457,227430
52930,227431
40000,227432
71441,227433
77672,227434
52397,227435
58718,227436
49001,227437
40000,227438
40000,227439
70212,227440
71560,227441
40000,227442
67040,227443
40000,227444
55884,227445
40000,227446
45256,227447
58875,227448
49995,227449
40000,227450
59398,227451
49120,227452
55634,227453
40000,227454
40000,227455
40000,227456
40000,227457
65591,227458
85628,227459
73276,227460
40000,227461
49846,227462
40000,227463
74453,227464
55596,227465
40000,227466
40000,227467
40000,227468
40000,227469
45132,227470
40000,227471
40618,227472
40000,227473
80817,227474
40000,227475
73795,227476
40000,227477
40000,227478
79191,227479
40000,227480
41737,227481
73818,227482
45530,227483
40000,227484
40000,227485
57283,227486
43199,227487
47172,227488
57800,227489
50035,227490
48765,227491
54149,227492
62756,227493
40000,227494
66448,227495
40000,227496
40000,227497
78972,227498
40000,227499
61151,227500
40000,227501
40000,227502
40000,227503
44817,227504
40000,227505
41422,227506
87298,227507
78801,227508
80094,227509
45319,227510
44924,227511
46739,227512
85338,227513
40000,227514
82163,227515
47167,227516
75567,227517
40000,227518
58571,227519
40000,227520
56944,227521
83127,227522
66205,227523
40000,227524
72616,227525
47137,227526
42547,227527
50975,227528
40000,227529
58738,227530
40000,227531
57748,227532
60573,227533
66567,227534
58444,227535
50702,227536
40000,227537
40000,227538
49628,227539
40000,227540
40000,227541
71597,227542
40000,227543
40000,227544
40000,227545
55095,227546
56595,227547
70006,227548
47415,227549
52739,227550
59546,227551
77817,227552
69196,227553
66261,227554
73238,227555
62715,227556
44239,227557
73017,227558
72955,227559
50173,227560
96593,227561
67095,227562
41808,227563
60976,227564
52133,227565
54679,227566
40000,227567
40000,227568
50692,227569
68040,227570
40000,227571
74691,227572
40000,227573
57359,227574
54122,227575
64482,227576
56531,227577
53765,227578
80470,227579
83919,227580
40000,227581
63036,227582
75380,227583
75191,227584
40000,227585
40000,227586
59294,227587
40000,227588
65658,227589
43190,227590
48531,227591
50791,227592
49276,227593
40754,227594
64081,227595
40000,227596
40000,227597
45968,227598
56232,227599
42325,227600
54861,227601
58368,227602
40000,227603
62170,227604
77245,227605
69820,227606
43631,227607
49958,227608
61793,227609
40000,227610
42594,227611
79551,227612
40980,227613
55219,227614
70234,227615
40000,227616
51843,227617
40000,227618
40000,227619
40097,227620
64819,227621
66486,227622
79343,227623
58628,227624
53740,227625
42013,227626
57638,227627
40000,227628
57055,227629
93668,227630
53365,227631
54495,227632
64904,227633
62874,227634
94372,227635
40000,227636
40000,227637
40000,227638
40000,227639
54157,227640
40000,227641
87158,227642
77333,227643
49641,227644
40000,227645
55188,227646
54234,227647
40527,227648
40000,227649
57135,227650
59365,227651
74243,227652
66036,227653
41760,227654
53450,227655
65310,227656
40000,227657
56123,227658
59974,227659
41013,227660
40000,227661
82360,227662
50060,227663
72048,227664
41260,227665
63889,227666
43176,227667
57596,227668
40000,227669
40000,227670
73168,227671
46501,227672
43484,227673
57445,227674
45447,227675
55023,227676
40000,227677
84793,227678
84403,227679
40000,227680
45519,227681
51041,227682
53253,227683
45138,227684
40000,227685
52846,227686
60509,227687
46474,227688
71307,227689
56096,227690
72798,227691
44839,227692
53401,227693
73897,227694
48860,227695
40000,227696
72039,227697
40000,227698
56685,227699
40000,227700
40000,227701
64660,227702
62842,227703
40616,227704
40000,227705
49336,227706
42221,227707
40000,227708
40000,227709
44430,227710
90744,227711
66302,227712
42643,227713
44854,227714
40000,227715
40000,227716
76001,227717
40000,227718
50339,227719
43163,227720
40000,227721
40000,227722
40000,227723
43569,227724
52208,227725
40000,227726
98372,227727
40000,227728
68500,227729
45631,227730
40000,227731
40000,227732
41525,227733
48600,227734
46158,227735
40000,227736
40000,227737
80291,227738
72580,227739
84999,227740
48161,227741
45548,227742
40000,227743
40000,227744
41996,227745
44534,227746
40000,227747
81794,227748
70346,227749
56891,227750
70636,227751
40000,227752
87729,227753
53488,227754
48847,227755
53574,227756
43016,227757
42541,227758
40000,227759
49246,227760
48184,227761
47853,227762
40790,227763
76005,227764
43392,227765
49929,227766
45377,227767
53641,227768
40000,227769
40000,227770
73355,227771
63688,227772
74386,227773
92245,227774
54499,227775
53899,227776
40000,227777
48442,227778
43192,227779
58437,227780
40000,227781
49050,227782
72685,227783
66666,227784
40000,227785
40000,227786
58009,227787
61309,227788
95552,227789
40000,227790
47596,227791
76129,227792
40592,227793
55932,227794
53876,227795
40000,227796
69174,227797
40000,227798
63079,227799
73721,227800
58111,227801
40000,227802
49221,227803
58569,227804
40729,227805
51775,227806
54322,227807
40000,227808
44325,227809
51439,227810
40000,227811
40000,227812
43428,227813
61015,227814
76643,227815
45990,227816
40000,227817
52964,227818
45523,227819
40000,227820
40000,227821
40000,227822
58155,227823
58499,227824
40000,227825
40000,227826
94248,227827
63312,227828
48159,227829
40000,227830
58002,227831
85753,227832
90218,227833
40000,227834
55176,227835
47779,227836
83896,227837
50051,227838
40000,227839
57263,227840
40000,227841
68092,227842
40000,227843
62369,227844
61522,227845
40000,227846
53831,227847
92950,227848
46582,227849
44685,227850
63857,227851
41351,227852
75010,227853
40000,227854
75464,227855
40000,227856
40000,227857
60114,227858
51746,227859
67964,227860
65210,227861
58146,227862
48299,227863
45265,227864
49406,227865
47223,227866
50363,227867
45484,227868
42713,227869
81495,227870
40000,227871
40000,227872
40000,227873
65653,227874
40000,227875
57996,227876
68245,227877
40000,227878
40000,227879
57957,227880
66490,227881
86775,227882
66331,227883
45597,227884
66931,227885
48413,227886
40000,227887
40000,227888
40000,227889
51186,227890
46262,227891
55374,227892
70315,227893
71601,227894
40000,227895
46587,227896
40000,227897
62814,227898
61605,227899
40000,227900
40000,227901
40000,227902
49332,227903
75060,227904
40000,227905
40000,227906
40000,227907
49249,227908
52386,227909
70848,227910
85589,227911
86208,227912
40000,227913
57919,227914
40000,227915
45360,227916
40000,227917
89383,227918
40000,227919
74186,227920
40000,227921
40000,227922
49517,227923
40000,227924
40000,227925
46852,227926
40000,227927
41978,227928
42633,227929
40000,227930
44991,227931
57863,227932
61029,227933
59160,227934
54694,227935
40000,227936
40000,227937
46542,227938
40000,227939
40000,227940
66386,227941
42070,227942
45832,227943
42064,227944
40000,227945
42647,227946
70167,227947
40000,227948
40000,227949
64062,227950
40000,227951
40000,227952
52347,227953
52262,227954
74356,227955
40000,227956
68096,227957
47166,227958
70777,227959
64083,227960
47231,227961
74584,227962
40000,227963
66806,227964
46715,227965
63137,227966
56950,227967
80023,227968
82501,227969
40000,227970
40000,227971
42279,227972
49241,227973
40000,227974
40000,227975
57092,227976
40000,227977
40000,227978
66663,227979
40000,227980
49365,227981
40000,227982
64397,227983
48348,227984
40000,227985
40000,227986
78388,227987
81734,227988
40000,227989
54641,227990
40000,227991
62158,227992
52039,227993
50022,227994
40000,227995
84238,227996
40489,227997
47048,227998
57224,227999
45648,228000
40000,228001
45739,228002
40000,228003
46373,228004
40699,228005
41746,228006
71116,228007
40789,228008
51068,228009
62248,228010
44051,228011
40000,228012
60639,228013
42796,228014
52887,228015
46475,228016
46047,228017
40000,228018
53524,228019
46076,228020
71743,228021
58334,228022
46717,228023
73970,228024
56354,228025
40000,228026
40000,228027
62999,228028
57709,228029
72460,228030
94807,228031
44024,228032
52991,228033
68583,228034
48608,228035
50823,228036
43471,228037
40000,228038
49109,228039
47142,228040
44312,228041
59750,228042
60924,228043
40000,228044
53469,228045
50491,228046
40000,228047
68486,228048
58995,228049
70630,228050
51525,228051
88773,228052
81177,228053
67591,228054
59436,228055
42673,228056
89853,228057
40000,228058
59976,228059
40000,228060
58523,228061
53347,228062
45811,228063
75489,228064
48816,228065
77447,228066
45558,228067
40000,228068
43642,228069
68040,228070
74241,228071
74827,228072
49792,228073
47016,228074
56018,228075
72801,228076
56702,228077
43049,228078
56777,228079
68661,228080
40000,228081
41414,228082
85981,228083
41129,228084
40000,228085
40000,228086
46705,228087
43501,228088
40000,228089
56968,228090
47164,228091
40000,228092
57370,228093
45127,228094
40000,228095
57357,228096
40000,228097
40000,228098
40000,228099
43534,228100
40000,228101
40000,228102
40000,228103
48037,228104
92042,228105
72110,228106
48211,228107
60086,228108
40000,228109
45051,228110
40000,228111
40000,228112
69189,228113
40000,228114
64235,228115
40000,228116
60985,228117
40000,228118
73812,228119
40000,228120
40000,228121
40000,228122
52774,228123
40000,228124
84795,228125
42646,228126
60930,228127
65365,228128
90750,228129
40000,228130
56780,228131
42721,228132
56265,228133
40000,228134
40000,228135
58879,228136
40000,228137
57800,228138
65846,228139
76191,228140
50070,228141
77961,228142
83962,228143
56019,228144
54970,228145
67719,228146
40000,228147
61336,228148
55255,228149
40000,228150
40000,228151
79810,228152
50234,228153
40000,228154
40000,228155
46279,228156
61481,228157
48272,228158
40000,228159
40000,228160
40000,228161
40000,228162
40000,228163
40000,228164
55892,228165
43258,228166
49749,228167
69774,228168
48251,228169
59407,228170
57017,228171
51474,228172
42376,228173
40000,228174
40000,228175
42751,228176
40000,228177
41249,228178
60439,228179
66974,228180
46076,228181
40000,228182
40000,228183
70891,228184
48106,228185
84659,228186
40000,228187
50685,228188
83369,228189
40000,228190
44688,228191
65971,228192
57295,228193
65139,228194
41076,228195
58174,228196
77645,228197
40000,228198
40000,228199
44167,228200
80782,228201
48706,228202
58954,228203
40000,228204
56259,228205
40000,228206
40000,228207
54857,228208
58648,228209
40000,228210
46183,228211
56044,228212
65166,228213
57059,228214
40000,228215
43305,228216
80328,228217
66060,228218
40000,228219
45128,228220
45153,228221
55193,228222
53737,228223
60894,228224
54945,228225
40000,228226
54415,228227
48566,228228
40000,228229
75933,228230
40000,228231
89568,228232
44728,228233
60941,228234
40000,228235
55100,228236
47934,228237
68885,228238
69731,228239
40000,228240
56812,228241
104810,228242
88302,228243
54484,228244
94250,228245
71581,228246
71667,228247
54431,228248
59383,228249
40000,228250
40000,228251
40000,228252
40000,228253
41244,228254
77131,228255
40000,228256
40000,228257
51986,228258
40000,228259
40000,228260
61404,228261
64567,228262
40000,228263
58228,228264
61263,228265
40000,228266
46682,228267
54318,228268
40000,228269
40503,228270
40000,228271
40000,228272
72469,228273
40000,228274
65149,228275
40000,228276
66230,228277
50344,228278
54222,228279
41328,228280
63222,228281
65170,228282
40000,228283
63559,228284
40000,228285
40000,228286
41472,228287
63789,228288
44128,228289
77857,228290
40000,228291
41762,228292
48033,228293
50672,228294
40000,228295
90577,228296
40000,228297
45498,228298
40000,228299
56432,228300
41847,228301
58568,228302
47534,228303
56488,228304
43458,228305
43646,228306
53125,228307
47158,228308
61164,228309
46977,228310
40000,228311
55408,228312
75624,228313
40000,228314
48086,228315
44852,228316
42203,228317
47902,228318
40000,228319
60533,228320
41189,228321
61503,228322
57871,228323
40000,228324
62039,228325
54893,228326
43309,228327
58831,228328
47763,228329
40000,228330
41015,228331
40000,228332
56178,228333
40000,228334
40000,228335
68355,228336
75276,228337
80377,228338
40000,228339
40000,228340
57926,228341
73797,228342
53648,228343
43190,228344
54024,228345
40000,228346
40000,228347
40000,228348
40000,228349
41648,228350
40000,228351
70900,228352
40000,228353
61482,228354
57432,228355
40000,228356
62146,228357
40000,228358
90617,228359
53678,228360
40000,228361
40000,228362
40000,228363
40000,228364
93147,228365
72259,228366
43008,228367
40000,228368
46030,228369
40000,228370
71206,228371
75142,228372
71637,228373
40000,228374
55335,228375
40000,228376
40908,228377
70902,228378
40000,228379
62760,228380
40000,228381
40000,228382
42794,228383
40000,228384
40000,228385
59342,228386
40000,228387
72532,228388
41691,228389
40000,228390
43463,228391
49675,228392
40000,228393
65734,228394
52505,228395
40000,228396
42433,228397
40000,228398
43247,228399
40000,228400
57082,228401
51764,228402
52924,228403
40000,228404
52850,228405
40000,228406
61103,228407
76819,228408
49937,228409
57741,228410
45332,228411
62301,228412
68639,228413
40000,228414
54364,228415
51564,228416
40000,228417
40000,228418
40000,228419
42212,228420
40194,228421
74806,228422
56286,228423
46186,228424
40000,228425
40000,228426
40000,228427
57591,228428
40000,228429
42792,228430
42991,228431
46677,228432
73226,228433
40000,228434
40000,228435
40000,228436
82283,228437
44948,228438
95842,228439
58808,228440
45094,228441
51340,228442
56672,228443
67603,228444
42315,228445
40545,228446
43061,228447
51725,228448
64469,228449
40000,228450
43142,228451
81278,228452
62766,228453
40000,228454
43663,228455
60164,228456
50204,228457
49789,228458
72711,228459
40000,228460
40000,228461
40000,228462
55830,228463
40000,228464
76535,228465
40000,228466
40000,228467
57950,228468
40000,228469
71119,228470
44583,228471
40000,228472
42947,228473
68561,228474
41748,228475
57057,228476
40000,228477
40000,228478
40000,228479
76171,228480
53287,228481
65166,228482
45003,228483
69853,228484
40000,228485
43881,228486
40000,228487
42975,228488
65375,228489
45054,228490
40000,228491
70970,228492
51863,228493
42567,228494
40000,228495
40000,228496
40000,228497
85024,228498
68344,228499
50587,228500
60634,228501
62621,228502
61925,228503
46488,228504
40000,228505
40000,228506
64107,228507
82788,228508
48834,228509
45280,228510
40000,228511
40000,228512
40000,228513
73127,228514
40000,228515
64115,228516
87690,228517
55030,228518
59464,228519
40000,228520
64384,228521
40000,228522
43786,228523
40000,228524
66398,228525
40000,228526
49095,228527
58422,228528
40000,228529
40000,228530
40000,228531
40000,228532
49474,228533
57483,228534
74782,228535
40000,228536
40000,228537
46658,228538
60933,228539
41040,228540
40000,228541
51057,228542
47071,228543
48865,228544
40000,228545
67195,228546
45743,228547
68506,228548
56138,228549
58969,228550
45639,228551
57523,228552
40000,228553
71741,228554
40000,228555
45954,228556
62982,228557
42801,228558
69660,228559
40000,228560
73673,228561
45052,228562
54444,228563
49697,228564
48232,228565
40000,228566
41345,228567
45857,228568
55566,228569
40000,228570
67404,228571
40000,228572
40000,228573
86849,228574
40000,228575
96377,228576
40000,228577
50901,228578
57717,228579
70933,228580
40000,228581
51506,228582
40000,228583
70378,228584
43136,228585
40000,228586
67187,228587
52135,228588
88014,228589
72386,228590
87658,228591
53162,228592
40000,228593
71718,228594
46940,228595
46864,228596
41927,228597
40000,228598
40000,228599
49386,228600
62755,228601
40000,228602
78433,228603
41907,228604
40000,228605
67229,228606
56137,228607
40000,228608
100720,228609
46297,228610
40000,228611
40000,228612
56173,228613
41298,228614
43938,228615
40000,228616
42693,228617
40000,228618
65851,228619
40000,228620
68705,228621
40000,228622
41030,228623
56240,228624
62917,228625
47403,228626
57224,228627
57846,228628
51633,228629
42726,228630
51374,228631
68096,228632
71085,228633
55287,228634
66399,228635
42603,228636
60059,228637
58491,228638
42422,228639
40000,228640
48836,228641
61409,228642
54705,228643
40000,228644
66475,228645
48118,228646
40000,228647
76234,228648
50612,228649
46481,228650
40443,228651
43453,228652
57277,228653
56114,228654
71596,228655
40000,228656
40000,228657
43700,228658
49259,228659
40000,228660
48870,228661
65690,228662
40000,228663
40000,228664
45724,228665
51015,228666
71917,228667
67771,228668
66788,228669
40000,228670
85064,228671
47099,228672
40000,228673
46800,228674
60498,228675
41574,228676
76965,228677
40000,228678
40000,228679
40000,228680
44141,228681
68942,228682
40000,228683
50516,228684
43672,228685
40000,228686
40000,228687
59606,228688
40000,228689
40000,228690
41839,228691
61643,228692
51748,228693
58602,228694
69087,228695
40000,228696
77017,228697
40000,228698
52495,228699
45378,228700
40000,228701
40000,228702
40000,228703
82559,228704
43949,228705
49316,228706
66831,228707
70676,228708
40000,228709
84606,228710
96072,228711
68648,228712
85356,228713
40000,228714
40000,228715
45306,228716
40000,228717
40000,228718
40000,228719
85380,228720
40000,228721
40863,228722
45707,228723
50180,228724
72066,228725
54203,228726
40000,228727
40092,228728
40000,228729
70270,228730
40000,228731
